ID,ID salarié,Date de début,Type,Distance (m),Temps écoulé (s),Date de fin,Commentaire
2080,45725,06/10/2025 18:18,Runing,10738,4024,06/10/2025 19:25,Super sortie 💪
2081,45725,27/10/2025 08:01,Runing,6211,1478,27/10/2025 08:25,Super sortie 💪
2082,45725,28/03/2026 09:23,Runing,4128,1584,28/03/2026 09:49,Super sortie 💪
2083,45725,09/04/2026 06:47,Runing,13178,3389,09/04/2026 07:43,Nouveau record !
2084,67121,19/04/2025 14:37,Rugby,,4815,19/04/2025 15:57,
2085,67121,21/04/2025 07:27,Rugby,,4627,21/04/2025 08:44,Séance intense
2086,67121,13/05/2025 08:41,Rugby,,6399,13/05/2025 10:27,Séance intense
2087,67121,16/05/2025 07:03,Rugby,,3857,16/05/2025 08:07,Séance intense
2088,67121,19/05/2025 17:05,Rugby,,6360,19/05/2025 18:51,
2089,67121,26/05/2025 07:20,Rugby,,6009,26/05/2025 09:00,Séance intense
2090,67121,28/05/2025 17:46,Rugby,,4906,28/05/2025 19:07,Séance intense
2091,67121,29/05/2025 20:31,Rugby,,4829,29/05/2025 21:51,Séance intense
2092,67121,03/06/2025 07:37,Rugby,,4298,03/06/2025 08:48,Grand match ! 🏉
2093,67121,11/06/2025 19:29,Rugby,,5490,11/06/2025 21:00,Séance intense
2094,67121,19/06/2025 20:28,Rugby,,4225,19/06/2025 21:38,Grand match ! 🏉
2095,67121,20/06/2025 20:01,Rugby,,4171,20/06/2025 21:10,Séance intense
2096,67121,28/06/2025 11:55,Rugby,,6189,28/06/2025 13:38,Grand match ! 🏉
2097,67121,30/06/2025 07:27,Rugby,,6310,30/06/2025 09:12,Grand match ! 🏉
2098,67121,10/07/2025 06:06,Rugby,,3667,10/07/2025 07:07,Séance intense
2099,67121,17/07/2025 18:21,Rugby,,4410,17/07/2025 19:34,Grand match ! 🏉
2100,67121,21/07/2025 07:19,Rugby,,5850,21/07/2025 08:56,Séance intense
2101,67121,22/07/2025 18:38,Rugby,,6564,22/07/2025 20:27,Séance intense
2102,67121,23/07/2025 07:31,Rugby,,6327,23/07/2025 09:16,Grand match ! 🏉
2103,67121,25/07/2025 07:20,Rugby,,6491,25/07/2025 09:08,Séance intense
2104,67121,28/07/2025 08:15,Rugby,,5724,28/07/2025 09:50,Séance intense
2105,67121,29/07/2025 20:00,Rugby,,4861,29/07/2025 21:21,
2106,67121,03/08/2025 09:21,Rugby,,6182,03/08/2025 11:04,Séance intense
2107,67121,12/08/2025 08:38,Rugby,,4130,12/08/2025 09:46,
2108,67121,15/08/2025 19:51,Rugby,,6420,15/08/2025 21:38,Grand match ! 🏉
2109,67121,30/08/2025 10:36,Rugby,,5539,30/08/2025 12:08,Grand match ! 🏉
2110,67121,12/09/2025 20:26,Rugby,,4608,12/09/2025 21:42,Grand match ! 🏉
2111,67121,29/09/2025 18:40,Rugby,,5550,29/09/2025 20:12,Séance intense
2112,67121,04/10/2025 12:21,Rugby,,5964,04/10/2025 14:00,Séance intense
2113,67121,02/11/2025 13:12,Rugby,,4120,02/11/2025 14:20,Séance intense
2114,67121,06/11/2025 08:52,Rugby,,4620,06/11/2025 10:09,Séance intense
2115,67121,25/11/2025 08:20,Rugby,,5692,25/11/2025 09:54,Grand match ! 🏉
2116,67121,30/11/2025 11:48,Rugby,,4207,30/11/2025 12:58,
2117,67121,09/12/2025 17:29,Rugby,,6068,09/12/2025 19:10,
2118,67121,14/12/2025 10:04,Rugby,,5441,14/12/2025 11:34,Séance intense
2119,67121,17/12/2025 06:23,Rugby,,3841,17/12/2025 07:27,Séance intense
2120,67121,27/12/2025 09:14,Rugby,,6193,27/12/2025 10:57,Grand match ! 🏉
2121,67121,02/01/2026 19:35,Rugby,,4198,02/01/2026 20:45,Séance intense
2122,67121,14/01/2026 20:38,Rugby,,5796,14/01/2026 22:14,Grand match ! 🏉
2123,67121,20/01/2026 08:18,Rugby,,3848,20/01/2026 09:22,
2124,67121,06/02/2026 06:50,Rugby,,5140,06/02/2026 08:15,Séance intense
2125,67121,15/02/2026 13:52,Rugby,,3644,15/02/2026 14:52,Séance intense
2126,67121,21/02/2026 10:13,Rugby,,4190,21/02/2026 11:22,Séance intense
2127,67121,25/02/2026 17:05,Rugby,,5109,25/02/2026 18:30,Séance intense
2128,67121,04/03/2026 20:35,Rugby,,4242,04/03/2026 21:45,
2129,67121,07/03/2026 11:48,Rugby,,4886,07/03/2026 13:09,Grand match ! 🏉
2130,67121,09/03/2026 20:12,Rugby,,6492,09/03/2026 22:00,
2131,67121,24/03/2026 07:37,Rugby,,4126,24/03/2026 08:45,Séance intense
2132,67121,30/03/2026 06:55,Rugby,,4937,30/03/2026 08:17,
2133,67121,04/04/2026 11:23,Rugby,,4180,04/04/2026 12:32,Séance intense
2134,67121,11/04/2026 14:46,Rugby,,5136,11/04/2026 16:11,
2135,67121,12/04/2026 08:40,Rugby,,5378,12/04/2026 10:09,
2136,67121,13/04/2026 07:20,Rugby,,6111,13/04/2026 09:01,Grand match ! 🏉
2137,67121,14/04/2026 19:36,Rugby,,5928,14/04/2026 21:14,Grand match ! 🏉
2138,67121,15/04/2026 08:31,Rugby,,3861,15/04/2026 09:35,Grand match ! 🏉
2139,76076,19/05/2025 07:48,Football,,4668,19/05/2025 09:05,Match gagné ⚽
2140,76076,23/05/2025 06:03,Football,,6233,23/05/2025 07:47,
2141,76076,29/05/2025 06:02,Football,,4497,29/05/2025 07:17,Match gagné ⚽
2142,76076,02/06/2025 18:20,Football,,5187,02/06/2025 19:46,
2143,76076,04/06/2025 08:32,Football,,4786,04/06/2025 09:51,Entraînement collectif
2144,76076,09/06/2025 06:02,Football,,4419,09/06/2025 07:15,
2145,76076,04/07/2025 06:37,Football,,5613,04/07/2025 08:10,Match gagné ⚽
2146,76076,06/07/2025 10:44,Football,,3930,06/07/2025 11:49,
2147,76076,10/07/2025 18:13,Football,,4223,10/07/2025 19:23,
2148,76076,02/08/2025 08:58,Football,,6170,02/08/2025 10:40,
2149,76076,16/08/2025 12:18,Football,,4688,16/08/2025 13:36,
2150,76076,08/10/2025 07:53,Football,,4425,08/10/2025 09:06,
2151,76076,10/10/2025 07:20,Football,,4666,10/10/2025 08:37,Entraînement collectif
2152,76076,17/10/2025 19:01,Football,,5424,17/10/2025 20:31,
2153,76076,19/10/2025 13:42,Football,,5696,19/10/2025 15:17,Entraînement collectif
2154,76076,06/11/2025 06:02,Football,,5187,06/11/2025 07:28,Match gagné ⚽
2155,76076,09/11/2025 13:59,Football,,4442,09/11/2025 15:13,Match gagné ⚽
2156,76076,15/11/2025 14:36,Football,,4823,15/11/2025 15:56,
2157,76076,17/11/2025 18:23,Football,,5499,17/11/2025 19:54,Match gagné ⚽
2158,76076,26/12/2025 18:13,Football,,5693,26/12/2025 19:48,Match gagné ⚽
2159,76076,10/01/2026 10:00,Football,,4486,10/01/2026 11:14,Match gagné ⚽
2160,76076,11/01/2026 14:21,Football,,4445,11/01/2026 15:35,Entraînement collectif
2161,76076,22/01/2026 20:29,Football,,5200,22/01/2026 21:55,
2162,76076,23/01/2026 20:35,Football,,6044,23/01/2026 22:15,Entraînement collectif
2163,76076,12/03/2026 08:39,Football,,4039,12/03/2026 09:46,Match gagné ⚽
2164,76076,08/04/2026 06:17,Football,,3600,08/04/2026 07:17,Entraînement collectif
2165,60437,08/07/2025 17:13,Runing,8251,2084,08/07/2025 17:47,Belle séance 🔥
2166,60437,30/10/2025 19:41,Runing,2733,824,30/10/2025 19:54,Super sortie 💪
2167,60437,02/02/2026 18:29,Runing,8706,3307,02/02/2026 19:24,Super sortie 💪
2168,33872,25/04/2025 18:55,Runing,20998,5445,25/04/2025 20:25,Super sortie 💪
2169,33872,14/06/2025 13:36,Runing,17719,7055,14/06/2025 15:33,Nouveau record !
2170,33872,16/07/2025 20:01,Runing,3217,1025,16/07/2025 20:18,
2171,23842,18/04/2025 19:52,Voile,18482,4957,18/04/2025 21:14,Régates ce week-end !
2172,23842,24/04/2025 18:47,Voile,23949,7363,24/04/2025 20:49,Régates ce week-end !
2173,23842,30/04/2025 20:49,Voile,12582,5328,30/04/2025 22:17,Régates ce week-end !
2174,23842,10/05/2025 13:34,Voile,16363,5238,10/05/2025 15:01,
2175,23842,12/05/2025 18:59,Voile,14752,3710,12/05/2025 20:00,
2176,23842,20/05/2025 08:21,Voile,19592,4518,20/05/2025 09:36,Navigation sur l'étang ⛵
2177,23842,23/07/2025 08:54,Voile,29172,8587,23/07/2025 11:17,Navigation sur l'étang ⛵
2178,23842,30/07/2025 08:52,Voile,16729,3957,30/07/2025 09:58,
2179,23842,14/08/2025 06:16,Voile,21037,4914,14/08/2025 07:38,Navigation sur l'étang ⛵
2180,23842,16/08/2025 13:45,Voile,28812,8854,16/08/2025 16:12,
2181,23842,01/09/2025 20:14,Voile,21907,7042,01/09/2025 22:11,Navigation sur l'étang ⛵
2182,23842,04/09/2025 06:53,Voile,25739,5150,04/09/2025 08:18,Navigation sur l'étang ⛵
2183,23842,08/09/2025 17:09,Voile,5366,1262,08/09/2025 17:30,Régates ce week-end !
2184,23842,09/09/2025 07:52,Voile,9258,4052,09/09/2025 08:59,Navigation sur l'étang ⛵
2185,23842,11/09/2025 06:04,Voile,11304,3109,11/09/2025 06:55,Régates ce week-end !
2186,23842,21/10/2025 08:44,Voile,22580,7609,21/10/2025 10:50,Navigation sur l'étang ⛵
2187,23842,26/11/2025 20:40,Voile,23145,6342,26/11/2025 22:25,Navigation sur l'étang ⛵
2188,23842,03/12/2025 19:01,Voile,11381,2974,03/12/2025 19:50,Régates ce week-end !
2189,23842,19/12/2025 17:44,Voile,22238,5588,19/12/2025 19:17,
2190,23842,24/12/2025 17:02,Voile,18972,4069,24/12/2025 18:09,Régates ce week-end !
2191,23842,29/01/2026 08:15,Voile,26733,6107,29/01/2026 09:56,Navigation sur l'étang ⛵
2192,23842,31/01/2026 11:24,Voile,27544,9333,31/01/2026 13:59,Régates ce week-end !
2193,23842,07/02/2026 08:20,Voile,13151,3741,07/02/2026 09:22,Régates ce week-end !
2194,23842,16/03/2026 06:00,Voile,25407,11424,16/03/2026 09:10,Navigation sur l'étang ⛵
2195,23842,20/03/2026 08:32,Voile,8938,2740,20/03/2026 09:17,Régates ce week-end !
2196,23842,27/03/2026 17:37,Voile,6855,1671,27/03/2026 18:04,Régates ce week-end !
2197,23842,06/04/2026 07:18,Voile,22697,6988,06/04/2026 09:14,Navigation sur l'étang ⛵
2198,23842,12/04/2026 14:04,Voile,9524,2624,12/04/2026 14:47,Régates ce week-end !
2199,23842,16/04/2026 18:02,Voile,12905,4902,16/04/2026 19:23,
2200,66386,28/04/2025 06:35,Badminton,,1962,28/04/2025 07:07,Partie de double 🏸
2201,66386,30/04/2025 18:08,Badminton,,4858,30/04/2025 19:29,
2202,66386,05/05/2025 17:03,Badminton,,3889,05/05/2025 18:07,Partie de double 🏸
2203,66386,21/05/2025 06:19,Badminton,,5123,21/05/2025 07:44,Partie de double 🏸
2204,66386,22/05/2025 18:51,Badminton,,2674,22/05/2025 19:35,Partie de double 🏸
2205,66386,01/06/2025 13:30,Badminton,,3759,01/06/2025 14:32,Entraînement smash
2206,66386,08/06/2025 09:06,Badminton,,2506,08/06/2025 09:47,Entraînement smash
2207,66386,11/06/2025 08:42,Badminton,,2320,11/06/2025 09:20,
2208,66386,16/06/2025 17:32,Badminton,,2097,16/06/2025 18:07,
2209,66386,18/06/2025 18:53,Badminton,,4362,18/06/2025 20:05,Entraînement smash
2210,66386,24/06/2025 19:03,Badminton,,4881,24/06/2025 20:24,Entraînement smash
2211,66386,27/06/2025 19:01,Badminton,,2588,27/06/2025 19:44,
2212,66386,28/06/2025 13:59,Badminton,,3330,28/06/2025 14:54,Entraînement smash
2213,66386,09/07/2025 07:30,Badminton,,4318,09/07/2025 08:42,
2214,66386,11/07/2025 07:38,Badminton,,3935,11/07/2025 08:43,Entraînement smash
2215,66386,22/07/2025 17:38,Badminton,,1926,22/07/2025 18:10,Entraînement smash
2216,66386,27/07/2025 08:35,Badminton,,2147,27/07/2025 09:10,
2217,66386,13/08/2025 17:17,Badminton,,3410,13/08/2025 18:13,Entraînement smash
2218,66386,20/08/2025 19:53,Badminton,,3992,20/08/2025 20:59,
2219,66386,30/08/2025 10:58,Badminton,,3062,30/08/2025 11:49,Entraînement smash
2220,66386,07/09/2025 12:31,Badminton,,3381,07/09/2025 13:27,
2221,66386,18/10/2025 12:44,Badminton,,4094,18/10/2025 13:52,
2222,66386,22/10/2025 18:21,Badminton,,2172,22/10/2025 18:57,
2223,66386,23/10/2025 07:16,Badminton,,4376,23/10/2025 08:29,Entraînement smash
2224,66386,26/10/2025 10:55,Badminton,,2983,26/10/2025 11:44,
2225,66386,09/11/2025 12:14,Badminton,,3082,09/11/2025 13:05,Entraînement smash
2226,66386,18/11/2025 18:19,Badminton,,2585,18/11/2025 19:02,Entraînement smash
2227,66386,20/11/2025 20:16,Badminton,,4248,20/11/2025 21:26,Entraînement smash
2228,66386,24/11/2025 08:51,Badminton,,4953,24/11/2025 10:13,
2229,66386,27/11/2025 18:45,Badminton,,4023,27/11/2025 19:52,
2230,66386,28/11/2025 18:37,Badminton,,3930,28/11/2025 19:42,Partie de double 🏸
2231,66386,01/12/2025 06:13,Badminton,,4249,01/12/2025 07:23,
2232,66386,02/12/2025 18:23,Badminton,,2806,02/12/2025 19:09,Entraînement smash
2233,66386,16/12/2025 19:34,Badminton,,3198,16/12/2025 20:27,Partie de double 🏸
2234,66386,17/12/2025 17:07,Badminton,,3342,17/12/2025 18:02,
2235,66386,18/12/2025 07:12,Badminton,,5125,18/12/2025 08:37,Entraînement smash
2236,66386,26/12/2025 20:32,Badminton,,4124,26/12/2025 21:40,Entraînement smash
2237,66386,28/12/2025 09:17,Badminton,,2008,28/12/2025 09:50,Entraînement smash
2238,66386,02/01/2026 08:30,Badminton,,3590,02/01/2026 09:29,Entraînement smash
2239,66386,11/01/2026 10:07,Badminton,,2372,11/01/2026 10:46,Partie de double 🏸
2240,66386,21/01/2026 06:02,Badminton,,5270,21/01/2026 07:29,Partie de double 🏸
2241,66386,22/01/2026 17:08,Badminton,,5010,22/01/2026 18:31,Partie de double 🏸
2242,66386,28/01/2026 08:02,Badminton,,4504,28/01/2026 09:17,
2243,66386,31/01/2026 08:00,Badminton,,2256,31/01/2026 08:37,Entraînement smash
2244,66386,04/02/2026 19:27,Badminton,,2785,04/02/2026 20:13,Partie de double 🏸
2245,66386,21/02/2026 09:39,Badminton,,4272,21/02/2026 10:50,
2246,66386,09/03/2026 07:09,Badminton,,1894,09/03/2026 07:40,
2247,66386,20/03/2026 08:10,Badminton,,5100,20/03/2026 09:35,Entraînement smash
2248,66386,21/03/2026 09:34,Badminton,,4324,21/03/2026 10:46,Partie de double 🏸
2249,66386,24/03/2026 17:51,Badminton,,3791,24/03/2026 18:54,Partie de double 🏸
2250,66386,08/04/2026 18:14,Badminton,,2791,08/04/2026 19:00,Entraînement smash
2251,66386,10/04/2026 08:58,Badminton,,2702,10/04/2026 09:43,Entraînement smash
2252,66386,11/04/2026 08:00,Badminton,,2778,11/04/2026 08:46,
2253,66386,12/04/2026 10:27,Badminton,,4174,12/04/2026 11:36,
2254,66386,15/04/2026 07:14,Badminton,,2211,15/04/2026 07:50,Partie de double 🏸
2255,75791,28/04/2025 08:28,Runing,2716,832,28/04/2025 08:41,
2256,75791,29/04/2025 20:46,Runing,16592,3764,29/04/2025 21:48,Belle séance 🔥
2257,75791,30/04/2025 18:23,Runing,10515,2963,30/04/2025 19:12,Nouveau record !
2258,75791,27/05/2025 20:03,Runing,9490,3874,27/05/2025 21:07,Super sortie 💪
2259,75791,30/06/2025 17:05,Runing,19211,4659,30/06/2025 18:22,Belle séance 🔥
2260,75791,03/07/2025 20:55,Runing,8095,2696,03/07/2025 21:40,Super sortie 💪
2261,75791,13/07/2025 09:55,Runing,5023,1433,13/07/2025 10:19,Nouveau record !
2262,75791,01/08/2025 20:57,Runing,7502,2744,01/08/2025 21:42,Nouveau record !
2263,75791,02/08/2025 12:45,Runing,4524,1592,02/08/2025 13:11,Nouveau record !
2264,75791,07/08/2025 17:35,Runing,14089,3515,07/08/2025 18:33,Nouveau record !
2265,75791,14/08/2025 17:54,Runing,7629,2011,14/08/2025 18:27,Super sortie 💪
2266,75791,23/08/2025 12:32,Runing,3862,1137,23/08/2025 12:51,
2267,75791,04/09/2025 06:55,Runing,21954,5685,04/09/2025 08:29,Belle séance 🔥
2268,75791,05/09/2025 18:11,Runing,5600,1406,05/09/2025 18:34,Super sortie 💪
2269,75791,13/09/2025 08:24,Runing,6453,2559,13/09/2025 09:06,
2270,75791,25/09/2025 20:56,Runing,19204,6003,25/09/2025 22:36,Belle séance 🔥
2271,75791,29/09/2025 20:33,Runing,15358,5912,29/09/2025 22:11,Nouveau record !
2272,75791,10/10/2025 06:38,Runing,14042,3297,10/10/2025 07:33,
2273,75791,15/10/2025 20:23,Runing,2782,861,15/10/2025 20:37,Super sortie 💪
2274,75791,25/10/2025 09:27,Runing,6822,2127,25/10/2025 10:02,Nouveau record !
2275,75791,28/10/2025 19:15,Runing,6663,2491,28/10/2025 19:56,
2276,75791,29/10/2025 20:29,Runing,17243,5180,29/10/2025 21:55,Nouveau record !
2277,75791,31/10/2025 07:09,Runing,5318,1613,31/10/2025 07:36,
2278,75791,02/11/2025 11:56,Runing,16201,5899,02/11/2025 13:34,
2279,75791,10/11/2025 06:22,Runing,12861,4929,10/11/2025 07:44,Nouveau record !
2280,75791,11/11/2025 06:47,Runing,20402,6240,11/11/2025 08:31,Nouveau record !
2281,75791,27/11/2025 08:28,Runing,15219,5072,27/11/2025 09:52,Belle séance 🔥
2282,75791,30/11/2025 12:20,Runing,11336,3845,30/11/2025 13:24,Super sortie 💪
2283,75791,01/12/2025 20:48,Runing,18841,7766,01/12/2025 22:57,Super sortie 💪
2284,75791,14/12/2025 09:59,Runing,14383,4899,14/12/2025 11:20,Belle séance 🔥
2285,75791,25/12/2025 06:05,Runing,14579,4635,25/12/2025 07:22,Super sortie 💪
2286,75791,29/12/2025 07:12,Runing,15709,4455,29/12/2025 08:26,Nouveau record !
2287,75791,02/01/2026 07:00,Runing,4170,1362,02/01/2026 07:22,
2288,75791,11/01/2026 14:04,Runing,9179,3052,11/01/2026 14:54,
2289,75791,20/01/2026 17:51,Runing,13230,4085,20/01/2026 18:59,
2290,75791,19/02/2026 19:33,Runing,7098,2083,19/02/2026 20:07,Belle séance 🔥
2291,75791,22/02/2026 14:38,Runing,10037,3147,22/02/2026 15:30,
2292,75791,26/02/2026 19:31,Runing,15261,6006,26/02/2026 21:11,Belle séance 🔥
2293,75791,27/02/2026 06:54,Runing,9174,2179,27/02/2026 07:30,Nouveau record !
2294,75791,28/03/2026 08:44,Runing,19767,5780,28/03/2026 10:20,
2295,75791,02/04/2026 19:05,Runing,9946,3569,02/04/2026 20:04,Super sortie 💪
2296,75791,10/04/2026 17:25,Runing,16161,5820,10/04/2026 19:02,Super sortie 💪
2297,75791,13/04/2026 07:19,Runing,9722,3212,13/04/2026 08:12,
2298,75791,17/04/2026 18:27,Runing,9704,3320,17/04/2026 19:22,Nouveau record !
2299,55153,18/04/2025 18:52,Boxe,,4708,18/04/2025 20:10,3 rounds de sparring 🥊
2300,55153,19/04/2025 10:37,Boxe,,3893,19/04/2025 11:42,
2301,55153,22/04/2025 17:08,Boxe,,2966,22/04/2025 17:57,Séance cardio
2302,55153,04/05/2025 12:54,Boxe,,3764,04/05/2025 13:56,3 rounds de sparring 🥊
2303,55153,07/05/2025 17:38,Boxe,,3616,07/05/2025 18:38,
2304,55153,08/05/2025 17:54,Boxe,,4087,08/05/2025 19:02,
2305,55153,14/05/2025 20:22,Boxe,,4784,14/05/2025 21:41,Séance cardio
2306,55153,30/05/2025 20:51,Boxe,,3663,30/05/2025 21:52,Séance cardio
2307,55153,01/06/2025 13:20,Boxe,,3562,01/06/2025 14:19,3 rounds de sparring 🥊
2308,55153,04/06/2025 07:02,Boxe,,3025,04/06/2025 07:52,3 rounds de sparring 🥊
2309,55153,08/06/2025 12:56,Boxe,,3182,08/06/2025 13:49,3 rounds de sparring 🥊
2310,55153,25/06/2025 06:09,Boxe,,3000,25/06/2025 06:59,Séance cardio
2311,55153,03/07/2025 07:45,Boxe,,4672,03/07/2025 09:02,Séance cardio
2312,55153,04/07/2025 17:59,Boxe,,3559,04/07/2025 18:58,Séance cardio
2313,55153,08/07/2025 17:10,Boxe,,4300,08/07/2025 18:21,3 rounds de sparring 🥊
2314,55153,11/07/2025 07:02,Boxe,,3732,11/07/2025 08:04,Séance cardio
2315,55153,17/07/2025 20:42,Boxe,,4328,17/07/2025 21:54,
2316,55153,14/09/2025 14:20,Boxe,,4541,14/09/2025 15:35,3 rounds de sparring 🥊
2317,55153,23/09/2025 20:58,Boxe,,5020,23/09/2025 22:21,
2318,55153,02/10/2025 06:16,Boxe,,4403,02/10/2025 07:29,3 rounds de sparring 🥊
2319,55153,04/10/2025 11:56,Boxe,,4070,04/10/2025 13:03,3 rounds de sparring 🥊
2320,55153,17/10/2025 06:32,Boxe,,5173,17/10/2025 07:58,Séance cardio
2321,55153,22/10/2025 07:26,Boxe,,2857,22/10/2025 08:13,3 rounds de sparring 🥊
2322,55153,27/10/2025 19:51,Boxe,,5218,27/10/2025 21:18,Séance cardio
2323,55153,23/11/2025 10:00,Boxe,,3128,23/11/2025 10:52,Séance cardio
2324,55153,15/12/2025 08:09,Boxe,,4061,15/12/2025 09:16,
2325,55153,26/12/2025 19:56,Boxe,,4865,26/12/2025 21:17,
2326,55153,19/01/2026 18:49,Boxe,,2861,19/01/2026 19:36,Séance cardio
2327,55153,04/02/2026 19:02,Boxe,,3865,04/02/2026 20:06,Séance cardio
2328,55153,10/02/2026 06:30,Boxe,,4409,10/02/2026 07:43,Séance cardio
2329,55153,15/02/2026 12:36,Boxe,,3645,15/02/2026 13:36,Séance cardio
2330,55153,18/02/2026 18:16,Boxe,,3929,18/02/2026 19:21,
2331,55153,26/02/2026 18:25,Boxe,,3786,26/02/2026 19:28,3 rounds de sparring 🥊
2332,55153,15/03/2026 12:14,Boxe,,2866,15/03/2026 13:01,3 rounds de sparring 🥊
2333,55153,25/03/2026 18:00,Boxe,,4461,25/03/2026 19:14,3 rounds de sparring 🥊
2334,55153,31/03/2026 19:01,Boxe,,4755,31/03/2026 20:20,
2335,55153,04/04/2026 14:49,Boxe,,5321,04/04/2026 16:17,Séance cardio
2336,55153,10/04/2026 17:37,Boxe,,3574,10/04/2026 18:36,
2337,55153,11/04/2026 13:35,Boxe,,3877,11/04/2026 14:39,3 rounds de sparring 🥊
2338,91916,25/04/2025 08:09,Rugby,,4097,25/04/2025 09:17,Grand match ! 🏉
2339,91916,28/04/2025 17:11,Rugby,,4064,28/04/2025 18:18,Séance intense
2340,91916,28/05/2025 17:32,Rugby,,4100,28/05/2025 18:40,Séance intense
2341,91916,06/06/2025 08:22,Rugby,,3976,06/06/2025 09:28,Séance intense
2342,91916,07/06/2025 09:24,Rugby,,4375,07/06/2025 10:37,
2343,91916,23/06/2025 07:04,Rugby,,4264,23/06/2025 08:15,Grand match ! 🏉
2344,91916,09/07/2025 07:30,Rugby,,6186,09/07/2025 09:13,Séance intense
2345,91916,10/07/2025 19:50,Rugby,,5371,10/07/2025 21:19,Grand match ! 🏉
2346,91916,13/07/2025 14:32,Rugby,,5248,13/07/2025 15:59,Grand match ! 🏉
2347,91916,17/07/2025 18:49,Rugby,,6001,17/07/2025 20:29,
2348,91916,29/07/2025 08:53,Rugby,,6291,29/07/2025 10:37,Séance intense
2349,91916,31/07/2025 20:20,Rugby,,6231,31/07/2025 22:03,Séance intense
2350,91916,21/08/2025 06:28,Rugby,,4370,21/08/2025 07:40,Grand match ! 🏉
2351,91916,27/08/2025 08:42,Rugby,,5125,27/08/2025 10:07,
2352,91916,28/08/2025 07:20,Rugby,,5498,28/08/2025 08:51,Grand match ! 🏉
2353,91916,12/09/2025 06:37,Rugby,,4156,12/09/2025 07:46,Séance intense
2354,91916,14/09/2025 11:35,Rugby,,5859,14/09/2025 13:12,
2355,91916,23/09/2025 07:50,Rugby,,6213,23/09/2025 09:33,Séance intense
2356,91916,03/10/2025 19:18,Rugby,,3759,03/10/2025 20:20,Grand match ! 🏉
2357,91916,20/10/2025 06:44,Rugby,,4657,20/10/2025 08:01,Séance intense
2358,91916,03/11/2025 19:54,Rugby,,5287,03/11/2025 21:22,Grand match ! 🏉
2359,91916,16/11/2025 12:23,Rugby,,3907,16/11/2025 13:28,Séance intense
2360,91916,22/11/2025 10:47,Rugby,,4828,22/11/2025 12:07,Séance intense
2361,91916,23/11/2025 08:01,Rugby,,4767,23/11/2025 09:20,Séance intense
2362,91916,19/12/2025 06:59,Rugby,,5750,19/12/2025 08:34,
2363,91916,20/01/2026 17:07,Rugby,,3989,20/01/2026 18:13,Séance intense
2364,91916,22/01/2026 07:11,Rugby,,5960,22/01/2026 08:50,Grand match ! 🏉
2365,91916,30/01/2026 08:03,Rugby,,4732,30/01/2026 09:21,Séance intense
2366,91916,15/03/2026 14:48,Rugby,,5853,15/03/2026 16:25,
2367,91916,19/03/2026 19:06,Rugby,,5253,19/03/2026 20:33,Grand match ! 🏉
2368,91916,20/03/2026 07:42,Rugby,,4965,20/03/2026 09:04,Séance intense
2369,91916,27/03/2026 08:04,Rugby,,3986,27/03/2026 09:10,
2370,91916,03/04/2026 17:02,Rugby,,5521,03/04/2026 18:34,Séance intense
2371,50316,11/06/2025 06:21,Runing,7517,2893,11/06/2025 07:09,Super sortie 💪
2372,50316,31/08/2025 13:51,Runing,2551,808,31/08/2025 14:04,Nouveau record !
2373,50316,20/01/2026 18:00,Runing,19136,4872,20/01/2026 19:21,Nouveau record !
2374,49419,18/04/2025 06:36,Natation,511,393,18/04/2025 06:42,
2375,49419,08/05/2025 06:21,Natation,1345,1030,08/05/2025 06:38,
2376,49419,11/05/2025 14:07,Natation,2010,1750,11/05/2025 14:36,
2377,49419,18/05/2025 12:43,Natation,1626,1263,18/05/2025 13:04,
2378,49419,24/05/2025 09:13,Natation,2094,1960,24/05/2025 09:45,
2379,49419,15/06/2025 09:31,Natation,2502,1579,15/06/2025 09:57,Bonne séance piscine
2380,49419,18/06/2025 20:10,Natation,751,553,18/06/2025 20:19,
2381,49419,20/06/2025 07:26,Natation,952,582,20/06/2025 07:35,Bonne séance piscine
2382,49419,22/06/2025 09:27,Natation,3650,4241,22/06/2025 10:37,
2383,49419,24/06/2025 20:19,Natation,3138,2791,24/06/2025 21:05,Bonne séance piscine
2384,49419,25/06/2025 20:10,Natation,2467,2529,25/06/2025 20:52,50 longueurs au compteur 🏊
2385,49419,26/06/2025 20:14,Natation,2759,2385,26/06/2025 20:53,50 longueurs au compteur 🏊
2386,49419,21/07/2025 19:44,Natation,904,855,21/07/2025 19:58,Bonne séance piscine
2387,49419,24/07/2025 08:04,Natation,2823,1656,24/07/2025 08:31,Bonne séance piscine
2388,49419,25/07/2025 07:40,Natation,2535,1441,25/07/2025 08:04,50 longueurs au compteur 🏊
2389,49419,04/08/2025 20:00,Natation,2470,2198,04/08/2025 20:36,Bonne séance piscine
2390,49419,14/08/2025 20:44,Natation,3795,3271,14/08/2025 21:38,Bonne séance piscine
2391,49419,17/08/2025 13:53,Natation,2964,2222,17/08/2025 14:30,Bonne séance piscine
2392,49419,23/08/2025 11:39,Natation,1303,825,23/08/2025 11:52,Bonne séance piscine
2393,49419,25/08/2025 07:34,Natation,1865,1477,25/08/2025 07:58,
2394,49419,26/08/2025 06:36,Natation,1061,1072,26/08/2025 06:53,50 longueurs au compteur 🏊
2395,49419,02/09/2025 07:06,Natation,3289,2084,02/09/2025 07:40,
